,0,1,2,3,4,5,6
0,1,2,1000,0.907,0.6017467248908297,0.9073143894774525,0.5972016111935552
1,1,2,2000,0.9135000000000002,0.6056943231441048,0.9146211543977693,0.6051149284539763
2,1,2,4000,0.9161666666666667,0.60317903930131,0.9177547991261076,0.6054121652134644
3,1,4,1000,0.929125,0.6224279475982533,0.9302651565404598,0.6146331027597518
4,1,4,2000,0.9377,0.6234410480349345,0.9386785599482859,0.6185099982304018
5,1,4,4000,0.9428750000000001,0.6346899563318777,0.9438482544395674,0.6377775468495618
6,1,6,1000,0.9463214285714284,0.6129257641921397,0.9471457615250566,0.5899940793368856
7,1,6,2000,0.94959375,0.620296943231441,0.9503569161842332,0.6079428633264797
8,1,6,4000,0.9526666666666667,0.6311615720524018,0.9534187667312298,0.6302444491139595
9,1,8,1000,0.9549,0.6045065502183407,0.9556029941268506,0.5676532365858317
10,1,8,2000,0.9568181818181818,0.608943231441048,0.9574991740435503,0.5772977871761952
11,1,8,4000,0.9585625,0.6304628820960698,0.9592423038277429,0.629102384291725
12,1,10,1000,0.9599038461538462,0.6002445414847162,0.9605489315616482,0.5771717843550235
13,1,10,2000,0.961267857142857,0.6051703056768559,0.9618999493941075,0.5860073260073261
14,1,10,4000,0.9625,0.6442620087336245,0.9631301904739363,0.6439883928259272
15,1,12,1000,0.96359375,0.6016419213973799,0.9641879655393908,0.5839687693823198
16,1,12,2000,0.9647647058823529,0.6063231441048035,0.9653419273840264,0.5951790782052665
17,1,12,4000,0.9657777777777778,0.6467423580786026,0.9663486186463615,0.6572203389830508
18,2,2,1000,0.964421052631579,0.6263406113537118,0.9650644621899069,0.617453505007153
19,2,2,2000,0.9634999999999999,0.630532751091703,0.9642324487355522,0.6196777905638664
20,2,2,4000,0.9622142857142857,0.6236157205240175,0.9630110197389947,0.597173409107904
21,2,4,1000,0.9632045454545454,0.6214847161572052,0.9639667093036431,0.6284166123666792
22,2,4,2000,0.9642391304347825,0.6221834061135371,0.9649797999594713,0.633774677457587
23,2,4,4000,0.96253125,0.6397205240174673,0.963069101568701,0.5843040831956144
24,2,6,1000,0.96335,0.6117729257641922,0.9638705268276463,0.6114199797195706
25,2,6,2000,0.9642019230769231,0.6132751091703057,0.964714132158598,0.6180914924446285
26,2,6,4000,0.9632499999999999,0.6509694323144105,0.9636700839781851,0.6199551143063639
27,2,8,1000,0.9639196428571428,0.6039825327510917,0.9643259284051475,0.5988392667563167
28,2,8,2000,0.9646982758620691,0.6133100436681223,0.9651003729571628,0.6178491282582427
29,2,8,4000,0.9640416666666668,0.6607161572052401,0.9643868657200743,0.6421518054532056
30,2,10,1000,0.9643951612903225,0.6118078602620087,0.9647324430690692,0.598902685532775
31,2,10,2000,0.9649296875000001,0.6277729257641922,0.9652656977538111,0.6228185068498
32,2,10,4000,0.964128787878788,0.6487685589519651,0.9643962878169485,0.6285101980490688
33,2,12,1000,0.9639191176470588,0.6009082969432314,0.9641452284805094,0.5767321230085216
34,2,12,2000,0.9642071428571428,0.6228471615720524,0.9644310760903236,0.5990790255496138
35,2,12,4000,0.9634722222222223,0.634410480349345,0.9636388974877181,0.6149034038638456
36,3,2,1000,0.9622702702702703,0.6093275109170305,0.9624530621448257,0.6077929365552555
37,3,2,2000,0.9614868421052631,0.6126113537117904,0.9617189694936724,0.6132328834013463
38,3,2,4000,0.9600128205128206,0.5897292576419214,0.9602266900814773,0.573193778165431
39,3,4,1000,0.9602124999999999,0.6300786026200873,0.9604208638418558,0.6240903120451561
40,3,4,2000,0.9605487804878049,0.6362270742358078,0.9607653979239089,0.6323742277140335
41,3,4,4000,0.9573988095238094,0.5970305676855895,0.957564828828909,0.5668906995081291
42,3,6,1000,0.9569476744186047,0.6003144104803494,0.9570373851599406,0.5823690454462492
43,3,6,2000,0.9564829545454546,0.6074759825327511,0.956576526656012,0.5920708684286958
44,3,6,4000,0.9536111111111111,0.6047860262008734,0.9538315358928626,0.5830845771144278
45,3,8,1000,0.9526195652173912,0.5834759825327511,0.952720169884317,0.5398124203944575
46,3,8,2000,0.9521170212765958,0.6004192139737992,0.9522329745367423,0.576558566563009
47,3,8,4000,0.949375,0.6039825327510917,0.9496199875729799,0.5830513461821393
48,3,10,1000,0.948,0.5339737991266376,0.9480287651191721,0.4565748737167997
49,3,10,2000,0.9469099999999999,0.5500436681222708,0.9468529769463258,0.4850059976009596
50,3,10,4000,0.9441225490196078,0.6265502183406113,0.9441137635741451,0.6369132531757353
51,3,12,1000,0.9408124999999999,0.5135371179039301,0.9398772857660952,0.3950649463486685
52,3,12,2000,0.9383632075471697,0.535056768558952,0.936976950856751,0.43978616828724165
53,3,12,4000,0.9355972222222222,0.6276331877729258,0.9342397432449125,0.6366951838849314
